,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
133,1.073243475,0.23058964,0.001800299,0.000400305,0.001,"(100, 25, 100)",35,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 35}",0.868131868,0.762430939,0.782729805,0.904761905,0.783098592,0.820255982,0.055773364,5,0.873691556,0.851567944,0.85674548,0.909027778,0.894590846,0.877124721,0.021923136
134,1.051238728,0.080608363,0.001600456,0.000490232,0.001,"(100, 25, 100)",40,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 40}",0.835164835,0.781767956,0.821727019,0.845938375,0.785915493,0.814134669,0.025892026,14,0.872993719,0.882229965,0.894993046,0.877777778,0.886962552,0.882991412,0.007583203
135,0.340077305,0.105045886,0.000800323,0.000400162,0.0001,"(50, 50)",2,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.373626374,0.303867403,0.292479109,0.268907563,0.295774648,0.307178631,0.035445863,165,0.380321005,0.340766551,0.339360223,0.23125,0.27739251,0.313818058,0.052812063
136,0.600136375,0.1420997,0.001000118,2.78E-07,0.0001,"(50, 50)",5,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.645604396,0.685082873,0.685236769,0.711484594,0.661971831,0.677796327,0.022507912,102,0.662247034,0.744250871,0.724617524,0.700694444,0.745492372,0.715460449,0.031190894
137,0.573530293,0.042664405,0.000800085,0.000400043,0.0001,"(50, 50)",10,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.815934066,0.773480663,0.752089136,0.775910364,0.735211268,0.770728993,0.027192166,70,0.831123517,0.85087108,0.829624478,0.784027778,0.819694868,0.823068344,0.021983662
138,0.639945221,0.05744918,0.001000261,1.91E-07,0.0001,"(50, 50)",15,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.793956044,0.79281768,0.740947075,0.733893557,0.749295775,0.762381747,0.025988386,76,0.82623866,0.887804878,0.818497914,0.783333333,0.79889043,0.822953043,0.035735514
139,0.729165316,0.044552199,0.001000261,2.43E-07,0.0001,"(50, 50)",20,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.769230769,0.773480663,0.821727019,0.798319328,0.721126761,0.776850306,0.033486877,61,0.77320307,0.826480836,0.872739917,0.822222222,0.845353675,0.827999944,0.032683954
140,0.838592005,0.172475558,0.001000452,1.78E-07,0.0001,"(50, 50)",25,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 25}",0.818681319,0.76519337,0.793871866,0.817927171,0.771830986,0.793544797,0.02238707,45,0.833914864,0.857839721,0.829624478,0.838888889,0.868238558,0.845701302,0.014826075
141,0.847792673,0.073730952,0.001000452,4.86E-07,0.0001,"(50, 50)",30,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 30}",0.818681319,0.709944751,0.844011142,0.865546218,0.752112676,0.797996661,0.058257312,37,0.817166783,0.825783972,0.890820584,0.880555556,0.839112344,0.850687848,0.029599235
142,0.825987482,0.112213154,0.00120039,0.000399971,0.0001,"(50, 50)",35,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 35}",0.793956044,0.773480663,0.832869081,0.829131653,0.746478873,0.795214246,0.032809891,41,0.799720865,0.859233449,0.849791377,0.852777778,0.828710125,0.838046719,0.021724924
